,Marque,Modele,Status,Energie,Boite_Vitesses,Puissance_Fiscale,Age,Kilometrage,Prix
408,Citroen,Berlingo,occasion,Diesel,Manuelle,5,4,35000,74
409,Citroen,Berlingo,occasion,Diesel,Manuelle,5,4,34500,43
410,Citroen,Berlingo,occasion,Diesel,Manuelle,4,4,20250,50
411,Citroen,Berlingo,occasion,Diesel,Manuelle,5,4,30496,54.8
412,Citroen,Berlingo,occasion,Diesel,Manuelle,5,4,15500,55
413,Citroen,Bx,occasion,Essence,Manuelle,7,40,3049,11
414,Citroen,Celysee,occasion,Essence,Manuelle,5,5,19688,27.5
415,Citroen,Celysee,occasion,Essence,Manuelle,5,11,15636,18
416,Citroen,Celysee,occasion,Essence,Manuelle,5,11,15909,17
417,Citroen,Celysee,occasion,Essence,Manuelle,7,11,23454,25.5
418,Citroen,Celysee,occasion,Essence,Manuelle,5,11,15636,19
419,Citroen,Celysee,occasion,Essence,Manuelle,5,11,15727,17.8
420,Citroen,Celysee,occasion,Essence,Manuelle,5,10,6000,23
421,Citroen,Celysee,occasion,Essence,Manuelle,5,10,12198,20
422,Citroen,Celysee,occasion,Essence,Manuelle,5,10,15000,22
423,Citroen,Celysee,occasion,Essence,Manuelle,5,9,16755,25
424,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,22
425,Citroen,Celysee,occasion,Essence,Manuelle,5,9,44444,22
426,Citroen,Celysee,occasion,Essence,Manuelle,5,9,18666,19.5
427,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,21
428,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13555,22.5
429,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,21.8
430,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,23
431,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,22
432,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,23
433,Citroen,Celysee,occasion,Essence,Automatique,7,9,13333,28
434,Citroen,Celysee,occasion,Essence,Manuelle,5,9,13554,21
435,Citroen,Celysee,occasion,Essence,Manuelle,5,8,16625,23
436,Citroen,Celysee,occasion,Essence,Manuelle,5,8,17875,22.5
437,Citroen,Celysee,occasion,Essence,Manuelle,5,8,15015,26
438,Citroen,Celysee,occasion,Essence,Manuelle,5,8,14375,23.5
439,Citroen,Celysee,occasion,Essence,Manuelle,5,7,34000,25.9
440,Citroen,Celysee,occasion,Essence,Manuelle,5,7,14285,30
441,Citroen,Celysee,occasion,Essence,Manuelle,5,7,21285,25
442,Citroen,Celysee,occasion,Essence,Manuelle,5,6,20331,28.5
443,Citroen,Celysee,occasion,Essence,Manuelle,5,6,20331,24.5
444,Citroen,Celysee,occasion,Essence,Manuelle,5,6,20331,25
445,Citroen,Celysee,occasion,Essence,Manuelle,5,6,20331,26
446,Citroen,Celysee,occasion,Essence,Manuelle,5,6,20331,22
447,Citroen,Celysee,occasion,Essence,Manuelle,5,5,24397,21.8
448,Citroen,Celysee,occasion,Essence,Manuelle,5,4,30500,34
449,Citroen,C1,occasion,Essence,Manuelle,4,15,13000,24
450,Citroen,C1,occasion,Essence,Manuelle,4,14,11285,22
451,Citroen,C1,occasion,Essence,Manuelle,4,14,11285,21.5
452,Citroen,C1,occasion,Essence,Manuelle,4,14,11214,22.5
453,Citroen,C1,occasion,Essence,Manuelle,4,14,11142,22.5
454,Citroen,C1,occasion,Essence,Manuelle,4,13,10615,25
455,Citroen,C1,occasion,Essence,Manuelle,4,12,7491,27.6
456,Citroen,C1,occasion,Essence,Manuelle,4,6,10000,31.5
457,Citroen,C15,occasion,Diesel,Manuelle,4,30,4066,7.5
458,Citroen,C15,occasion,Diesel,Manuelle,5,30,4066,7.5
459,Citroen,C15,occasion,Diesel,Manuelle,7,21,5808,8
460,Citroen,C15,occasion,Diesel,Manuelle,7,21,15873,7.8
461,Citroen,C15,occasion,Diesel,Manuelle,5,18,6777,10
462,Citroen,C2,occasion,Essence,Manuelle,5,17,9823,19.5
463,Citroen,C2,occasion,Essence,Manuelle,5,16,10625,22
464,Citroen,C2,occasion,Essence,Manuelle,4,15,8132,19
465,Citroen,C2,occasion,Essence,Manuelle,5,15,8132,18.5
466,Citroen,C2,occasion,Essence,Manuelle,5,15,16284,18.5
467,Citroen,C3,occasion,Essence,Manuelle,5,6,21666,38.5
468,Citroen,C3,occasion,Essence,Manuelle,4,4,30496,31.5
469,Citroen,C3,occasion,Essence,Manuelle,4,22,15781,15
470,Citroen,C3,occasion,Essence,Manuelle,4,21,5808,18.5
471,Citroen,C3,occasion,Essence,Manuelle,5,21,5808,15.5
472,Citroen,C3,occasion,Essence,Manuelle,4,20,6099,18.5
473,Citroen,C3,occasion,Essence,Manuelle,5,18,6777,20
474,Citroen,C3,occasion,Diesel,Manuelle,5,18,3641,14
475,Citroen,C3,occasion,Essence,Manuelle,4,17,11117,18.5
476,Citroen,C3,occasion,Essence,Manuelle,4,15,10666,22
477,Citroen,C3,occasion,Essence,Manuelle,5,15,8132,22
478,Citroen,C3,occasion,Essence,Manuelle,5,15,8132,22
479,Citroen,C3,occasion,Diesel,Manuelle,6,14,26142,21
480,Citroen,C3,occasion,Essence,Manuelle,5,13,12692,25.8
481,Citroen,C3,occasion,Essence,Manuelle,5,13,9383,24
482,Citroen,C3,occasion,Diesel,Manuelle,4,13,8549,38
483,Citroen,C3,occasion,Essence,Manuelle,5,12,10165,23.5
484,Citroen,C3,occasion,Diesel,Manuelle,6,12,10165,29
485,Citroen,C3,occasion,Essence,Manuelle,5,12,16666,26
486,Citroen,C3,occasion,Essence,Manuelle,5,12,11833,123
487,Citroen,C3,occasion,Essence,Manuelle,5,12,17166,26
488,Citroen,C3,occasion,Essence,Manuelle,5,12,3391,27
489,Citroen,C3,occasion,Essence,Manuelle,5,12,17666,25
490,Citroen,C3,occasion,Essence,Manuelle,5,11,14545,28.9
491,Citroen,C3,occasion,Essence,Manuelle,5,11,16818,25
492,Citroen,C3,occasion,Essence,Manuelle,5,10,13000,29
493,Citroen,C3,occasion,Essence,Manuelle,5,8,13875,27.3
494,Citroen,C3,occasion,Essence,Manuelle,4,7,17142,35
495,Citroen,C3,occasion,Essence,Manuelle,4,7,17142,36
496,Citroen,C3,occasion,Essence,Manuelle,4,7,25285,30
497,Citroen,C3,occasion,Essence,Manuelle,4,7,14571,35
498,Citroen,C3,occasion,Essence,Manuelle,4,7,13142,43
499,Citroen,C3,occasion,Essence,Manuelle,4,7,17426,37
500,Citroen,C3,occasion,Essence,Manuelle,4,7,12142,35.2
501,Citroen,C3,occasion,Essence,Manuelle,4,7,20000,34.8
502,Citroen,C3,occasion,Essence,Manuelle,4,6,20331,37.5
503,Citroen,C3,occasion,Essence,Manuelle,4,6,23500,34
504,Citroen,C3,occasion,Essence,Manuelle,5,6,29833,33.9
505,Citroen,C3,occasion,Essence,Manuelle,4,6,20331,34
506,Citroen,C3,occasion,Essence,Manuelle,5,6,16000,35.5
507,Citroen,C3,occasion,Essence,Manuelle,4,6,12000,55
508,Citroen,C3,occasion,Essence,Manuelle,4,5,12600,42.9
509,Citroen,C3,occasion,Diesel,Manuelle,5,5,40000,35
510,Citroen,C3,occasion,Essence,Manuelle,4,5,20800,33
511,Citroen,C3,occasion,Essence,Manuelle,4,5,25600,38.5
512,Citroen,C3,occasion,Essence,Manuelle,4,5,12000,42.9
513,Citroen,C3,occasion,Essence,Manuelle,4,5,17000,36.9
514,Citroen,C3,occasion,Essence,Manuelle,4,5,6000,42
515,Citroen,C3,occasion,Essence,Manuelle,4,5,16048,38
516,Citroen,C3,occasion,Essence,Manuelle,4,5,17000,36.9
517,Citroen,C3,occasion,Essence,Manuelle,4,5,10600,35.5
518,Citroen,C3,occasion,Diesel,Manuelle,5,5,88000,48
519,Citroen,C3,occasion,Essence,Manuelle,4,5,23800,38
520,Citroen,C3,occasion,Essence,Manuelle,4,5,12800,64
521,Citroen,C3,occasion,Essence,Manuelle,4,5,13000,42.9
522,Citroen,C3,occasion,Essence,Manuelle,4,5,26000,31
523,Citroen,C3,occasion,Essence,Manuelle,4,4,12000,43.9
524,Citroen,C3,occasion,Essence,Manuelle,4,4,10000,43.9
525,Citroen,C3,occasion,Essence,Manuelle,4,4,30496,34
526,Citroen,C3,occasion,Essence,Manuelle,4,4,12000,42.9
527,Citroen,C3,occasion,Essence,Manuelle,4,4,6000,40
528,Citroen,C3,occasion,Essence,Manuelle,6,4,30496,49.9
529,Citroen,C3,occasion,Essence,Manuelle,4,4,16250,43
530,Citroen,C3,occasion,Essence,Manuelle,4,4,16250,45
531,Citroen,C3,occasion,Essence,Manuelle,5,4,3750,42.9
532,Citroen,C3,occasion,Diesel,Manuelle,5,4,30496,54
533,Citroen,C3,occasion,Essence,Automatique,6,3,27000,52
534,Citroen,C3,occasion,Essence,Automatique,6,3,27000,52
535,Citroen,C3,occasion,Diesel,Manuelle,5,14,26357,19
536,Citroen,C4,occasion,Essence,Manuelle,6,12,10165,27.5
537,Citroen,C4,occasion,Diesel,Manuelle,6,11,11089,36
538,Citroen,C4,occasion,Essence,Manuelle,6,9,13554,33
539,Citroen,C4,occasion,Essence,Manuelle,7,18,12944,18.5
540,Citroen,C4,occasion,Diesel,Manuelle,5,18,27777,20
541,Citroen,C4,occasion,Essence,Manuelle,7,18,10833,20
542,Citroen,C4,occasion,Essence,Manuelle,7,18,6777,20.5
543,Citroen,C4,occasion,Diesel,Manuelle,5,17,12294,21.5
544,Citroen,C4,occasion,Diesel,Manuelle,6,17,11764,10
545,Citroen,C4,occasion,Essence,Manuelle,7,17,10588,24
546,Citroen,C4,occasion,Essence,Manuelle,7,16,18750,11.111
547,Citroen,C4,occasion,Essence,Manuelle,6,16,7624,24
548,Citroen,C4,occasion,Essence,Manuelle,5,16,15625,19
549,Citroen,C4,occasion,Diesel,Manuelle,6,16,7624,28
550,Citroen,C4,occasion,Diesel,Manuelle,6,16,23125,23
551,Citroen,C4,occasion,Essence,Manuelle,7,15,8132,23.5
552,Citroen,C4,occasion,Diesel,Manuelle,6,15,6533,25
553,Citroen,C4,occasion,Diesel,Manuelle,6,15,14333,23.5
554,Citroen,C4,occasion,Diesel,Manuelle,6,14,30000,11.111
555,Citroen,C4,occasion,Diesel,Manuelle,6,14,30714,26
556,Citroen,C4,occasion,Diesel,Manuelle,6,14,30571,25
557,Citroen,C4,occasion,Diesel,Manuelle,6,14,30571,25
558,Citroen,C4,occasion,Diesel,Manuelle,6,14,30571,24.5
559,Citroen,C4,occasion,Diesel,Automatique,7,14,16428,9
560,Citroen,C4,occasion,Diesel,Manuelle,5,14,8713,23
561,Citroen,C4,occasion,Essence,Manuelle,6,13,9383,28.5
562,Citroen,C4,occasion,Diesel,Manuelle,5,13,14615,36
563,Citroen,C4,occasion,Essence,Manuelle,6,12,5833,35.5
564,Citroen,C4,occasion,Diesel,Manuelle,5,12,10165,19
565,Citroen,C4,occasion,Essence,Manuelle,6,12,16666,28.9
566,Citroen,C4,occasion,Essence,Manuelle,5,12,16767,25
567,Citroen,C4,occasion,Essence,Manuelle,4,12,10165,28
568,Citroen,C4,occasion,Diesel,Manuelle,5,12,17666,37
569,Citroen,C4,occasion,Essence,Manuelle,6,12,15166,28.5
570,Citroen,C4,occasion,Essence,Manuelle,6,12,16045,25
571,Citroen,C4,occasion,Essence,Manuelle,6,12,18333,28.6
572,Citroen,C4,occasion,Diesel,Automatique,5,12,10165,35
573,Citroen,C4,occasion,Diesel,Manuelle,5,11,16818,38
574,Citroen,C4,occasion,Diesel,Manuelle,5,11,27272,34
575,Citroen,C4,occasion,Essence,Manuelle,6,11,21727,26.2
576,Citroen,C4,occasion,Diesel,Manuelle,5,11,24545,39
577,Citroen,C4,occasion,Diesel,Automatique,6,10,19200,43
578,Citroen,C4,occasion,Essence,Manuelle,6,10,12198,31
579,Citroen,C4,occasion,Diesel,Manuelle,6,10,22000,39.5
580,Citroen,C4,occasion,Essence,Manuelle,6,10,13000,32
581,Citroen,C4,occasion,Essence,Manuelle,6,10,24000,28
582,Citroen,C4,occasion,Essence,Manuelle,6,10,14500,31
583,Citroen,C4,occasion,Essence,Manuelle,5,9,13444,38
584,Citroen,C4,occasion,Essence,Manuelle,6,9,13554,36
585,Citroen,C4,occasion,Essence,Manuelle,5,8,16750,36
586,Citroen,C4,occasion,Essence,Manuelle,5,8,16750,35
587,Citroen,C4,occasion,Essence,Manuelle,6,8,15248,33
588,Citroen,C4,occasion,Diesel,Manuelle,5,8,19400,42
589,Citroen,C4,occasion,Essence,Manuelle,5,8,15248,41
590,Citroen,C4,occasion,Diesel,Manuelle,5,7,19000,52
591,Citroen,C4,occasion,Essence,Manuelle,5,7,16714,39
592,Citroen,C4,occasion,Essence,Manuelle,6,7,17426,36
593,Citroen,C4,occasion,Hybride,Manuelle,42,7,11285,42
594,Citroen,C4,occasion,Essence,Manuelle,5,6,14262,49
595,Citroen,C4,occasion,Essence,Manuelle,5,6,21666,36.9
596,Citroen,C4,occasion,Essence,Manuelle,6,4,15500,49.9
597,Citroen,C4,occasion,Essence,Manuelle,6,4,15000,49.9
598,Citroen,C4,occasion,Essence,Manuelle,6,4,30496,49.9
599,Citroen,C4,occasion,Essence,Manuelle,6,4,30496,39.9
600,Citroen,C4,occasion,Essence,Manuelle,6,4,30496,49.9
601,Citroen,C5,occasion,Diesel,Manuelle,6,15,14666,111.111
602,Citroen,C5,occasion,Diesel,Manuelle,6,15,14666,27
603,Citroen,C5,occasion,Diesel,Manuelle,6,15,18000,25
604,Citroen,C5,occasion,Diesel,Manuelle,6,15,8132,21.5
605,Citroen,C5,occasion,Diesel,Manuelle,6,14,8713,32
606,Citroen,C5,occasion,Diesel,Manuelle,6,14,8713,32
607,Citroen,C5,occasion,Diesel,Manuelle,6,14,8713,28.6
608,Citroen,C5,occasion,Diesel,Manuelle,6,13,21769,26
609,Citroen,C5,occasion,Diesel,Manuelle,6,13,25384,26
610,Citroen,C5,occasion,Diesel,Manuelle,6,13,13538,43
611,Citroen,C5,occasion,Diesel,Automatique,6,13,18307,36
612,Citroen,C5,occasion,Essence,Automatique,9,12,24166,28.5
613,Citroen,C5,occasion,Diesel,Manuelle,6,12,10165,33
614,Citroen,C5,occasion,Diesel,Manuelle,6,12,10165,35
615,Citroen,C5,occasion,Essence,Manuelle,9,11,22545,30
616,Citroen,C5,occasion,Essence,Manuelle,4,6,2833,26.5
617,Citroen,C5,occasion,Essence,Manuelle,5,6,21666,36.9
618,Citroen,C5,occasion,Essence,Manuelle,7,5,25000,80
619,Citroen,C5,occasion,Diesel,Manuelle,6,5,34000,53
620,Citroen,C8,occasion,Diesel,Manuelle,7,21,16666,26
621,Citroen,DS5,occasion,Diesel,Automatique,6,12,22666,47
622,Citroen,DS5,occasion,Essence,Automatique,9,10,16000,41
623,Citroen,DS5,occasion,Diesel,Automatique,6,12,16416,43.5
624,Citroen,DS5,occasion,Diesel,Automatique,6,11,11089,45
625,Citroen,DS5,occasion,Essence,Automatique,9,11,11089,41
626,Citroen,DS5,occasion,Essence,Automatique,9,9,17777,47.5
627,Citroen,DS5,occasion,Essence,Automatique,9,8,16000,61
628,Citroen,DS5,occasion,Essence,Automatique,9,8,16125,60
629,Citroen,DS5,occasion,Essence,Automatique,9,8,16000,60
630,Citroen,DS5,occasion,Essence,Automatique,9,7,16714,55
631,Citroen,Ds3,occasion,Essence,Manuelle,5,11,11089,29
632,Citroen,Ds3,occasion,Essence,Manuelle,5,10,12198,29
633,Citroen,Ds3,occasion,Essence,Manuelle,5,8,18750,29
634,Citroen,Ds3,occasion,Essence,Manuelle,5,8,18750,29.5
635,Citroen,Ds3,occasion,Essence,Manuelle,5,8,11250,37
636,Citroen,Ds4,occasion,Essence,Manuelle,7,12,10165,31
637,Citroen,Gsa,occasion,Essence,Manuelle,6,49,2489,20
638,Citroen,Jumpy,occasion,Diesel,Manuelle,8,20,10000,14
639,Citroen,Jumpy,occasion,Diesel,Manuelle,4,19,6420,18.7
640,Citroen,Jumpy,occasion,Diesel,Manuelle,9,16,24375,29.5
641,Citroen,Jumpy,occasion,Diesel,Manuelle,7,15,8132,21
642,Citroen,Jumpy,occasion,Diesel,Manuelle,5,15,8132,18.5
643,Citroen,Jumpy,occasion,Diesel,Manuelle,5,13,9383,18.5
644,Citroen,Jumpy,occasion,Diesel,Manuelle,7,13,9383,21
645,Citroen,Jumpy,occasion,Diesel,Manuelle,7,11,21818,29
646,Citroen,Jumpy,occasion,Diesel,Manuelle,6,5,23200,59
647,Citroen,Jumpy,occasion,Diesel,Manuelle,7,5,25000,58
648,Citroen,Jumpy,occasion,Diesel,Manuelle,6,3,15666,95
649,Citroen,Nemo Combi,occasion,Diesel,Manuelle,5,12,13416,19.5
650,Citroen,Nemo Combi,occasion,Diesel,Manuelle,6,11,20000,24.5
651,Citroen,Nemo Combi,occasion,Diesel,Manuelle,6,10,32800,16.5
652,Citroen,Nemo Combi,occasion,Diesel,Manuelle,6,9,13554,24
653,Citroen,Nemo Combi,occasion,Diesel,Manuelle,6,9,10888,25.5
654,Citroen,Nemo Combi,occasion,Diesel,Manuelle,6,8,22500,23.5
655,Citroen,Nemo Combi,occasion,Diesel,Manuelle,5,7,29142,26
656,Citroen,Nemo Combi,occasion,Diesel,Manuelle,5,7,50000,24
657,Citroen,Saxo,occasion,Essence,Manuelle,4,26,4691,10.8
658,Citroen,Saxo,occasion,Essence,Manuelle,4,26,7692,11.9
659,Citroen,Saxo,occasion,Essence,Manuelle,4,25,13800,10.5
660,Citroen,Saxo,occasion,Essence,Manuelle,4,24,16250,14
661,Citroen,Saxo,occasion,Essence,Manuelle,5,24,5082,11.4
662,Citroen,Saxo,occasion,Essence,Manuelle,4,23,5303,12.5
663,Citroen,Saxo,occasion,Essence,Manuelle,5,23,13043,12
664,Citroen,Saxo,occasion,Essence,Manuelle,4,23,5303,11
665,Citroen,Zx,occasion,Essence,Manuelle,5,30,6805,8
666,Corvette,Cruze,occasion,Essence,Manuelle,7,7,42857,29
667,Cupra,Formentor,occasion,Hybride,Automatique,8,3,16666,129
668,DFSK,Glory 500,neuf,Essence,Manuelle,7,0,0,67.9
669,DFSK,K01H,neuf,Essence,Manuelle,6,0,0,34.4
670,Dacia,Docker,occasion,Diesel,Manuelle,5,2,39000,38.5
671,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,17200,35
672,Dacia,Dokker,occasion,Diesel,Manuelle,6,3,53666,37
673,Dacia,Dokker,occasion,Diesel,Manuelle,6,10,7920,24.5
674,Dacia,Dokker,occasion,Diesel,Manuelle,6,9,32777,24
675,Dacia,Dokker,occasion,Diesel,Manuelle,5,9,22000,25
676,Dacia,Dokker,occasion,Diesel,Manuelle,6,8,29430,25
677,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,23428,27.9
678,Dacia,Dokker,occasion,Diesel,Manuelle,5,7,39000,27.5
679,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,27857,23
680,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,5.5
681,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,6.5
682,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,6.5
683,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,6.5
684,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,21714,30
685,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,7
686,Dacia,Dokker,occasion,Diesel,Manuelle,5,7,8079,10
687,Dacia,Dokker,occasion,Diesel,Manuelle,6,7,11314,6.5
688,Dacia,Dokker,occasion,Diesel,Manuelle,6,6,9833,35
689,Dacia,Dokker,occasion,Diesel,Manuelle,7,6,16666,31
690,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,42000,30
691,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,15840,31
692,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,30999,30.001
693,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,32000,32.5
694,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,15840,29
695,Dacia,Dokker,occasion,Diesel,Manuelle,6,5,15840,31.5
696,Dacia,Dokker,occasion,Diesel,Manuelle,6,4,22500,30.5
697,Dacia,Dokker,occasion,Diesel,Manuelle,6,4,26032,66
698,Dacia,Dokker,occasion,Diesel,Manuelle,6,4,43749,33
699,Dacia,Dokker,occasion,Diesel,Manuelle,5,3,13000,40
700,Dacia,Duster,occasion,Essence,Manuelle,7,9,17444,38.5
702,Dacia,Duster,occasion,Essence,Manuelle,7,9,17444,38.5
703,Dacia,Duster,occasion,Diesel,Manuelle,6,13,6092,37
704,Dacia,Duster,occasion,Diesel,Automatique,5,12,6600,45
705,Dacia,Duster,occasion,Essence,Manuelle,7,11,13181,40
706,Dacia,Duster,occasion,Diesel,Manuelle,5,9,8800,43
707,Dacia,Duster,occasion,Essence,Manuelle,7,6,30833,52.5
708,Dacia,Duster,occasion,Diesel,Manuelle,5,6,13200,49
709,Dacia,Logan,occasion,Essence,Manuelle,5,7,13571,36.5
710,Dacia,Logan,occasion,Diesel,Manuelle,4,16,6250,7.8
711,Dacia,Logan,occasion,Essence,Manuelle,4,14,5657,16
712,Dacia,Logan,occasion,Diesel,Manuelle,4,14,3968,10.5
713,Dacia,Logan,occasion,Diesel,Manuelle,4,14,5657,9
714,Dacia,Logan,occasion,Diesel,Manuelle,6,13,6092,16.8
715,Dacia,Logan,occasion,Diesel,Manuelle,4,13,6092,10
716,Dacia,Logan,occasion,Diesel,Manuelle,4,12,6600,24
717,Dacia,Logan,occasion,Diesel,Manuelle,6,12,6600,16.7
718,Dacia,Logan,occasion,Essence,Manuelle,5,9,8800,35
719,Dacia,Logan,occasion,Essence,Manuelle,4,8,20625,32.5
720,Dacia,Logan,occasion,Essence,Manuelle,5,7,17142,32
721,Dacia,Logan,occasion,Essence,Manuelle,5,3,40666,37.9
722,Dacia,Logan,occasion,Essence,Manuelle,5,3,26401,42
723,Dacia,Sandero,occasion,Essence,Manuelle,4,4,3500,44
724,Dacia,Sandero,occasion,Essence,Manuelle,5,4,17500,111
725,Dacia,Sandero,occasion,Essence,Manuelle,5,3,26401,10
726,Dacia,Sandero,occasion,Essence,Manuelle,5,3,13333,111
727,Dacia,Sandero,occasion,Essence,Manuelle,5,6,12500,46
728,Dacia,Sandero,occasion,Essence,Manuelle,4,3,24666,35
729,Dacia,Sandero,occasion,Essence,Manuelle,5,3,28333,39
730,Dacia,Sandero,occasion,Essence,Manuelle,5,3,27000,39
731,Dongfeng,S50,occasion,Essence,Manuelle,6,5,24123,38
732,Dongfeng,S50,occasion,Essence,Manuelle,6,4,33500,38
733,Donkervoort,S50,occasion,Essence,Automatique,7,3,21333,51
734,Donkervoort,S50,occasion,Essence,Automatique,7,3,21333,51
735,Donkervoort,S50,occasion,Essence,Automatique,7,3,20499,55
736,Haval,H2,occasion,Essence,Manuelle,9,7,24714,48.5
737,Isuzu,Dmax,occasion,Diesel,Manuelle,10,13,11870,83
738,Ds,Ds3,occasion,Essence,Manuelle,5,3,12000,65
739,Ds,Ds3,occasion,Essence,Manuelle,5,11,6277,29
740,Ds,Ds3,occasion,Essence,Automatique,7,10,10800,35
741,Ds,Ds3,occasion,Essence,Manuelle,5,10,15000,123.456
742,Ds,Ds3,occasion,Essence,Automatique,6,5,24000,46
743,Ds,Ds4,occasion,Essence,Manuelle,7,6,11508,47
744,Fiat,500,occasion,Essence,Manuelle,5,3,20000,55
745,Fiat,500,occasion,Hybride,Manuelle,4,3,26820,57
746,Fiat,500,occasion,Diesel,Manuelle,4,14,9343,28
747,Fiat,500,occasion,Diesel,Manuelle,4,14,14285,28
748,Fiat,500,occasion,Essence,Automatique,4,14,9343,26.5
749,Fiat,500,occasion,Essence,Manuelle,4,11,11892,28.5
750,Fiat,500,occasion,Essence,Manuelle,4,11,20909,5
751,Fiat,500,occasion,Essence,Manuelle,4,11,10181,32.5
752,Fiat,500,occasion,Essence,Manuelle,4,10,13081,31
753,Fiat,500,occasion,Essence,Manuelle,4,10,23450,34.5
754,Fiat,500,occasion,Essence,Automatique,4,10,17700,32
755,Fiat,500,occasion,Essence,Manuelle,8,8,32125,42
756,Fiat,500,occasion,Essence,Automatique,4,7,18687,39.5
757,Fiat,500,occasion,Essence,Automatique,4,5,14800,45
758,Fiat,500,occasion,Essence,Manuelle,4,5,6000,52
759,Fiat,500,occasion,Essence,Automatique,4,5,20799,39
760,Fiat,500,occasion,Essence,Manuelle,5,5,14000,56
761,Fiat,500,occasion,Essence,Automatique,4,5,26162,11
762,Fiat,500,occasion,Essence,Manuelle,4,3,10000,50
763,Fiat,600,occasion,Essence,Manuelle,5,25,5232,8.5
764,Fiat,5,occasion,Diesel,Manuelle,6,23,14492,16.8
765,Fiat,Punto Pop,occasion,Essence,Manuelle,4,11,11892,22.5
766,Fiat,Fiorino,occasion,Diesel,Manuelle,7,26,5031,5.5
767,Fiat,Ducato,occasion,Diesel,Automatique,9,21,10000,28
768,Fiat,Fiorino,occasion,Essence,Manuelle,5,19,6884,13
769,Fiat,Siena,occasion,Essence,Manuelle,5,17,16470,18
770,Fiat,Siena,occasion,Essence,Manuelle,5,17,17294,17.8
771,Fiat,Palio,occasion,Essence,Manuelle,4,16,12187,16.5
772,Fiat,Fiorino,occasion,Essence,Manuelle,6,15,15200,17.5
773,Fiat,Fiorino,occasion,Essence,Manuelle,4,10,15000,25
774,Fiat,Qubo,occasion,Essence,Manuelle,5,8,16351,30.5
775,Fiat,Tipo,occasion,Essence,Manuelle,6,7,25142,33
776,Fiat,Fiorino,occasion,Diesel,Manuelle,5,7,18687,111.111
777,Fiat,Fiorino,occasion,Diesel,Manuelle,5,7,18687,19.8
778,Fiat,Fiorino,occasion,Diesel,Manuelle,5,7,18687,19.8
779,Fiat,Fiorino,occasion,Essence,Manuelle,6,6,15166,41
780,Fiat,Tipo,occasion,Essence,Manuelle,6,6,25333,36.5
781,Fiat,Tipo,occasion,Essence,Manuelle,5,3,23333,43.9
782,Fiat,Fiorino,occasion,Essence,Manuelle,6,2,35000,49.5
783,Fiat,Croma,occasion,Diesel,Manuelle,6,34,3847,5.5
784,Fiat,Doblo,occasion,Diesel,Manuelle,5,23,12173,13
785,Fiat,Doblo,occasion,Essence,Manuelle,5,23,5687,12
786,Fiat,Doblo,occasion,Essence,Manuelle,5,22,12272,12.8
787,Fiat,Doblo,occasion,Diesel,Manuelle,6,22,13681,12
788,Fiat,Doblo,occasion,Diesel,Manuelle,5,13,20000,22.5
789,Fiat,Doblo,occasion,Diesel,Manuelle,5,12,10901,17
790,Fiat,Doblo,occasion,Diesel,Manuelle,5,11,21000,16.5
791,Fiat,Doblo,occasion,Diesel,Manuelle,5,10,18600,17.5
792,Fiat,Doblo,occasion,Diesel,Manuelle,5,10,28800,16.5
793,Fiat,Doblo,occasion,Diesel,Manuelle,5,9,13555,19
794,Fiat,Doblo,occasion,Diesel,Manuelle,5,8,43124,18.8
795,Fiat,Doblo,occasion,Diesel,Manuelle,6,8,28125,18.3
796,Fiat,Doblo,occasion,Diesel,Manuelle,4,8,28750,16.8
797,Fiat,Doblo,occasion,Diesel,Manuelle,5,8,42500,18.8
798,Fiat,Doblo,occasion,Diesel,Manuelle,5,8,37500,24
799,Fiat,Doblo,occasion,Diesel,Manuelle,5,7,37142,23
800,Fiat,Doblo,occasion,Diesel,Manuelle,5,7,32857,21.5
801,Fiat,Doblo,occasion,Diesel,Manuelle,5,7,27285,27
802,Fiat,Doblo,occasion,Diesel,Manuelle,6,6,16833,29.5
803,Fiat,Doblo,occasion,Diesel,Manuelle,5,6,16667,111
804,Fiat,Doblo,occasion,Diesel,Manuelle,5,5,16400,58
805,Fiat,Doblo,occasion,Diesel,Manuelle,5,4,24750,36
